curColor,curPer,curColor2,curPer2,curColor3,curPer3,curObject,curHead,curTitle,curExplain,curArtist,genre
Black,39.46,Black,12.66,Pink,12.31,"식물, 플래시 사진, 자연 속의 사람들, 나뭇가지, 자연 경관, 행복하다, 햇빛, 잔디, 대기 현상, 해돋이",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,은하수,,다람,재즈
Black,39.46,Black,12.66,Pink,12.31,"식물, 플래시 사진, 자연 속의 사람들, 나뭇가지, 자연 경관, 행복하다, 햇빛, 잔디, 대기 현상, 해돋이",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,시차,,모트,R&B
Black,39.46,Black,12.66,Pink,12.31,"식물, 플래시 사진, 자연 속의 사람들, 나뭇가지, 자연 경관, 행복하다, 햇빛, 잔디, 대기 현상, 해돋이",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,찰칵,,김솔,인디
Black,39.46,Black,12.66,Pink,12.31,"식물, 플래시 사진, 자연 속의 사람들, 나뭇가지, 자연 경관, 행복하다, 햇빛, 잔디, 대기 현상, 해돋이",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,시차,,백아,인디
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,웃어넘기기엔 너무 사랑했던 너라,,도유카,발라드
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,Rewind,,VVON,R&B
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,Why,,박재범,댄스
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,곁에 있어줘,,SOLE,R&B
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,bebe,,도유카,R&B
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,SKIT,,Slom,R&B
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,Unlock,,차다빈,R&B
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,술래잡기,,JAEHA,R&B
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,낙서,,펀치넬로,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"플래시 사진, 하늘, 검정색과 흰색, 폰트, 유아, 행복하다, 흑백 사진, 여행하다, 단색화, 트러스교",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,안 아름답고도 안 아프구나,,원슈타인,R&B
Black,39.46,Black,12.66,Pink,12.31,"후드, 자동차 타이어, 자동차 조명, 검은색, 자동차, 자동차 디자인, 헤드램프, 자동차 외장, 자동차 휠 시스템, 가장자리",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Like I Do,,박재범,R&B
Black,39.46,Black,12.66,Pink,12.31,"후드, 자동차 타이어, 자동차 조명, 검은색, 자동차, 자동차 디자인, 헤드램프, 자동차 외장, 자동차 휠 시스템, 가장자리",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,SUMMERIDE,,박재범,R&B
Black,39.46,Black,12.66,Pink,12.31,"후드, 자동차 타이어, 자동차 조명, 검은색, 자동차, 자동차 디자인, 헤드램프, 자동차 외장, 자동차 휠 시스템, 가장자리",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,party,,식케이,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"후드, 자동차 타이어, 자동차 조명, 검은색, 자동차, 자동차 디자인, 헤드램프, 자동차 외장, 자동차 휠 시스템, 가장자리",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Is It Love?,,식케이,R&B
Black,39.46,Black,12.66,Pink,12.31,"후드, 자동차 타이어, 자동차 조명, 검은색, 자동차, 자동차 디자인, 헤드램프, 자동차 외장, 자동차 휠 시스템, 가장자리",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Unlock,,차다빈,R&B
Black,39.46,Black,12.66,Pink,12.31,"후드, 자동차 타이어, 자동차 조명, 검은색, 자동차, 자동차 디자인, 헤드램프, 자동차 외장, 자동차 휠 시스템, 가장자리",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Exotic & Toxic,,식케이,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"의류, 인간, 구름, 드레스, 플래시 사진, 패션, 서 있는, 하늘, 자동차 디자인, 몸짓",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Stay Beautiful,,JAMIE,R&B
Black,39.46,Black,12.66,Pink,12.31,"의류, 인간, 구름, 드레스, 플래시 사진, 패션, 서 있는, 하늘, 자동차 디자인, 몸짓",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,웃어넘기기엔 너무 사랑했던 너라,,도유카,발라드
Black,39.46,Black,12.66,Pink,12.31,"의류, 인간, 구름, 드레스, 플래시 사진, 패션, 서 있는, 하늘, 자동차 디자인, 몸짓",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Why,,박재범,댄스
Black,39.46,Black,12.66,Pink,12.31,"의류, 인간, 구름, 드레스, 플래시 사진, 패션, 서 있는, 하늘, 자동차 디자인, 몸짓",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Unlock,,차다빈,R&B
Black,39.46,Black,12.66,Pink,12.31,"의류, 인간, 구름, 드레스, 플래시 사진, 패션, 서 있는, 하늘, 자동차 디자인, 몸짓",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,That Body,,YSAP,R&B
Black,39.46,Black,12.66,Pink,12.31,"의류, 인간, 구름, 드레스, 플래시 사진, 패션, 서 있는, 하늘, 자동차 디자인, 몸짓",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Down,,장한나,R&B
Black,39.46,Black,12.66,Pink,12.31,"하늘, 물, 식물, 생태지역, 자연 경관, 초목, 육상 식물, 나무, 구름, 잔디","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음","she likes spring, I prefer winter",,slchld,R&B
Black,39.46,Black,12.66,Pink,12.31,"하늘, 물, 식물, 생태지역, 자연 경관, 초목, 육상 식물, 나무, 구름, 잔디","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음",Love U Like That,,Lauv,POP
Black,39.46,Black,12.66,Pink,12.31,"하늘, 물, 식물, 생태지역, 자연 경관, 초목, 육상 식물, 나무, 구름, 잔디","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음",Good Day,,Surfaces,POP
Black,39.46,Black,12.66,Pink,12.31,"하늘, 물, 식물, 생태지역, 자연 경관, 초목, 육상 식물, 나무, 구름, 잔디","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음",Sunday Best,,Surfaces,R&B
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,미안해 미워해 사랑해,,Crush,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,이별행동,,이우,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,꽃잎이 떨어질 때쯤,,김송연,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,그려보다,,박경태,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,그리움을 지워줘,,한우석,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,마음대로,,한솔,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,네가 없던 내 하루는 또 흐른다,,정승수,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,그대 없는 밤 ),,제이크오,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,이별 없는 사랑이 존재하긴 할까,,제이크오,발라드
Black,39.46,Black,12.66,Pink,12.31,"하늘, 플래시 사진, 행복하다, 여행하다, 흑발, 풍경, 폰트, 수평선, 흑백 사진, 좌석",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,우린 없지만,,wont,인디
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,Rainy day,,PATEKO,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,차가워,,Chan,R&B
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,너의 밤엔,,크루셜스타,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,술없이는아무것도못하는놈,,기리보이,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,곁에 있어주길,,박재범,R&B
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,너가 잘 지내는 것 같아 괜찮아,,KURO,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,Unlock,,차다빈,R&B
Black,39.46,Black,12.66,Pink,12.31,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,CASABLANCA,,LEON,랩/힙합
Pink,12.61,Pink,10.13,Brown,9.84,"손, 팔, 플래시 사진, 소매, 몸짓, 스타일, 팔꿈치, 검정색과 흰색, 공연 예술, 오락",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,불면증,,Rew,랩/힙합
Pink,12.61,Pink,10.13,Brown,9.84,"식물, 나무, 자연 경관, 고지, 자연 속의 사람들, 잔디, 폰트, 육상 식물, 목초지, 풍경",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,Love U Like That,,Lauv,POP
Pink,12.61,Pink,10.13,Brown,9.84,"식물, 나무, 자연 경관, 고지, 자연 속의 사람들, 잔디, 폰트, 육상 식물, 목초지, 풍경",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,LAST GOODBYE,,sunkis,기타
Pink,12.61,Pink,10.13,Brown,9.84,"식물, 나무, 자연 경관, 고지, 자연 속의 사람들, 잔디, 폰트, 육상 식물, 목초지, 풍경",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,Falling Awake,,HIGHST,POP
Pink,12.61,Pink,10.13,Brown,9.84,"식물, 나무, 자연 경관, 고지, 자연 속의 사람들, 잔디, 폰트, 육상 식물, 목초지, 풍경",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,I Just Wanted You,,Openside,록/메탈
Pink,12.61,Pink,10.13,Brown,9.84,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,Wish U,,16,R&B
Pink,12.61,Pink,10.13,Brown,9.84,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,wave,,KIMI,R&B
Pink,12.61,Pink,10.13,Brown,9.84,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,good guys,,LANY,POP
Pink,12.61,Pink,10.13,Brown,9.84,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,cowboy in LA,,LANY,POP
Grey,39.48,Black,25.86,Black,12.18,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,Changes,,Lauv,POP
Grey,39.48,Black,25.86,Black,12.18,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,Where Am I At,,MAX,POP
Grey,39.48,Black,25.86,Black,12.18,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,bad news,,LANY,POP
Grey,39.48,Black,25.86,Black,12.18,"물, 플래시 사진, 자연 속의 사람들, 행복하다, 검정색과 흰색, 스타일, 물줄기, 여가, 바람파, 흑발",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,For Now,,Lauv,POP
Grey,39.48,Black,25.86,Black,12.18,"청바지, 플래시 사진, 몸짓, 스타일, 검정색과 흰색, 티셔츠, 폰트, 단색화, 흑백 사진, 이벤트",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,Runaway,,오웰무드,R&B
Grey,39.48,Black,25.86,Black,12.18,"청바지, 플래시 사진, 몸짓, 스타일, 검정색과 흰색, 티셔츠, 폰트, 단색화, 흑백 사진, 이벤트",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,Like I Do,,박재범,R&B
Grey,39.48,Black,25.86,Black,12.18,"청바지, 플래시 사진, 몸짓, 스타일, 검정색과 흰색, 티셔츠, 폰트, 단색화, 흑백 사진, 이벤트",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,UFO,,GEMINI,R&B
Grey,39.48,Black,25.86,Black,12.18,"청바지, 플래시 사진, 몸짓, 스타일, 검정색과 흰색, 티셔츠, 폰트, 단색화, 흑백 사진, 이벤트",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,HIGH,,릴보이,랩/힙합
Grey,39.48,Black,25.86,Black,12.18,"청바지, 플래시 사진, 몸짓, 스타일, 검정색과 흰색, 티셔츠, 폰트, 단색화, 흑백 사진, 이벤트",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,Rain,,GAON_Art,랩/힙합
Grey,39.48,Black,25.86,Black,12.18,"청바지, 플래시 사진, 몸짓, 스타일, 검정색과 흰색, 티셔츠, 폰트, 단색화, 흑백 사진, 이벤트",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,She's like a Pretty Witch,,SHIRT,R&B
Grey,39.48,Black,25.86,Black,12.18,"거울, 하늘, 자동차 사이드미러, 차량, 자동차 거울, 자동차, 자동차, 물, 자동차 조명, 백미러",햇살좋은날이노래틀어놓고드라이브가자 | DrivePlaylist,Stay Together,,Lauv,POP
Grey,39.48,Black,25.86,Black,12.18,"코, 얼굴, 볼, 말뿐인, 편안, 플래시 사진, 귀, 행복하다, 아이리스, 몸짓",""" 당신은항상내곁에있어주었죠 ""｜부모님을떠올리며듣는노래acalmpopsong",if this is the last time,,LANY,POP
Grey,39.48,Black,25.86,Black,12.18,"코, 얼굴, 볼, 말뿐인, 편안, 플래시 사진, 귀, 행복하다, 아이리스, 몸짓",""" 당신은항상내곁에있어주었죠 ""｜부모님을떠올리며듣는노래acalmpopsong",Her,,Anne-Marie,POP
Grey,39.48,Black,25.86,Black,12.18,"코, 얼굴, 볼, 말뿐인, 편안, 플래시 사진, 귀, 행복하다, 아이리스, 몸짓",""" 당신은항상내곁에있어주었죠 ""｜부모님을떠올리며듣는노래acalmpopsong",Daddy,,Coldplay,POP
Black,28.44,Pink,17.75,Grey,16.0,"말뿐인, 손, 사진, 눈썹, 하얀색, 검은색, 플래시 사진, 캡, 검정색과 흰색, 몸짓",외힙에환장하는사람들어와!  외국힙합종결! 개쩌는외힙모음   | BestHip-HopMix,piccolo,,bbno$,랩/힙합
Black,28.44,Pink,17.75,Grey,16.0,"말뿐인, 손, 사진, 눈썹, 하얀색, 검은색, 플래시 사진, 캡, 검정색과 흰색, 몸짓",외힙에환장하는사람들어와!  외국힙합종결! 개쩌는외힙모음   | BestHip-HopMix,BIG MAD,,Ktlyn,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,"말뿐인, 손, 사진, 눈썹, 하얀색, 검은색, 플래시 사진, 캡, 검정색과 흰색, 몸짓",외힙에환장하는사람들어와!  외국힙합종결! 개쩌는외힙모음   | BestHip-HopMix,Tuesday,,Duckwrth,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,"말뿐인, 손, 사진, 눈썹, 하얀색, 검은색, 플래시 사진, 캡, 검정색과 흰색, 몸짓",외힙에환장하는사람들어와!  외국힙합종결! 개쩌는외힙모음   | BestHip-HopMix,I Just Know,,Bugus,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,"목, 소매, 플래시 사진, 패션 디자인, 속눈썹, 꾸밈, 이벤트, 스톨, 털, 행복하다",""" 이노래뭐야? "" 감각적이고힙한국내음악모음ㅣsensualandhipmusicK-POP",BLUE CHECK,,토이고,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,"목, 소매, 플래시 사진, 패션 디자인, 속눈썹, 꾸밈, 이벤트, 스톨, 털, 행복하다",""" 이노래뭐야? "" 감각적이고힙한국내음악모음ㅣsensualandhipmusicK-POP",1 에서 8,,oygli,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,"목, 소매, 플래시 사진, 패션 디자인, 속눈썹, 꾸밈, 이벤트, 스톨, 털, 행복하다",""" 이노래뭐야? "" 감각적이고힙한국내음악모음ㅣsensualandhipmusicK-POP",YES,,트웰브,R&B
Pink,25.33,Grey,21.83,Grey,19.44,"목, 소매, 플래시 사진, 패션 디자인, 속눈썹, 꾸밈, 이벤트, 스톨, 털, 행복하다",""" 이노래뭐야? "" 감각적이고힙한국내음악모음ㅣsensualandhipmusicK-POP",Shake Dat,,로스,랩/힙합
Grey,25.94,Navy,11.64,Grey,2.61,"플래시 사진, 속눈썹, 몸짓, 검정색과 흰색, 스타일, 행복하다, 단색화, 흑백 사진, 이벤트, 오락",틀어놓기만해도행복지수200% | 미소짓게만드는달달한노래,우리 둘이서,,주한,발라드
Grey,25.94,Navy,11.64,Grey,2.61,"플래시 사진, 속눈썹, 몸짓, 검정색과 흰색, 스타일, 행복하다, 단색화, 흑백 사진, 이벤트, 오락",틀어놓기만해도행복지수200% | 미소짓게만드는달달한노래,있잖아,,폴킴,발라드
Grey,25.94,Navy,11.64,Grey,2.61,"플래시 사진, 속눈썹, 몸짓, 검정색과 흰색, 스타일, 행복하다, 단색화, 흑백 사진, 이벤트, 오락",틀어놓기만해도행복지수200% | 미소짓게만드는달달한노래,네 생각,,차우,R&B
Grey,25.94,Navy,11.64,Grey,2.61,"플래시 사진, 속눈썹, 몸짓, 검정색과 흰색, 스타일, 행복하다, 단색화, 흑백 사진, 이벤트, 오락",틀어놓기만해도행복지수200% | 미소짓게만드는달달한노래,구름,,로시,R&B
