curColor,curPer,curColor2,curPer2,curColor3,curPer3,curObject,curHead,curTitle,curExplain,curArtist,song,genre
Black,39.46,Black,12.66,Pink,12.31,하늘 물 식물 생태지역 자연 경관 초목 육상 식물 나무 구름 잔디,봄 여름 사이 분업 팝송 모음,Sunday Best,,Surfaces,Surfaces - Sunday Best,R&B
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,미안해 미워해 사랑해,,Crush,Crush - 미안해 미워해 사랑해,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,이별행동,,이우,이우 - 이별행동,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,꽃잎이 떨어질 때쯤,,김송연,김송연 - 꽃잎이 떨어질 때쯤,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,그려보다,,박경태,박경태 - 그려보다,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,그리움을 지워줘,,한우석,한우석 - 그리움을 지워줘,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,마음대로,,한솔,한솔 - 마음대로,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,네가 없던 내 하루는 또 흐른다,,정승수,정승수 - 네가 없던 내 하루는 또 흐른다,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,그대 없는 밤 ),,제이크오,제이크오 - 그대 없는 밤 ),발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,이별 없는 사랑이 존재하긴 할까,,제이크오,제이크오 - 이별 없는 사랑이 존재하긴 할까,발라드
Black,39.46,Black,12.66,Pink,12.31,하늘 플래시 사진 행복하다 여행하다 흑발 풍경 폰트 수평선 흑백 사진 좌석,생각 싫을 때 누 잔잔한 음악,우린 없지만,,wont,wont - 우린 없지만,인디
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,Rainy day,,PATEKO,PATEKO - Rainy day,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,차가워,,Chan,Chan - 차가워,R&B
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,너의 밤엔,,크루셜스타,크루셜스타 - 너의 밤엔,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,술없이는아무것도못하는놈,,기리보이,기리보이 - 술없이는아무것도못하는놈,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,곁에 있어주길,,박재범,박재범 - 곁에 있어주길,R&B
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,너가 잘 지내는 것 같아 괜찮아,,KURO,KURO - 너가 잘 지내는 것 같아 괜찮아,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,Unlock,,차다빈,차다빈 - Unlock,R&B
Black,39.46,Black,12.66,Pink,12.31,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,CASABLANCA,,LEON,LEON - CASABLANCA,랩/힙합
Pink,12.61,Pink,10.13,Brown,9.84,손 팔 플래시 사진 소매 몸짓 스타일 팔꿈치 검정색과 흰색 공연 예술 오락,도입 부 극락 알앤비 감성 국내 힙합,불면증,,Rew,Rew - 불면증,랩/힙합
Pink,12.61,Pink,10.13,Brown,9.84,식물 나무 자연 경관 고지 자연 속의 사람들 잔디 폰트 육상 식물 목초지 풍경,기분 좋은 하루 여유 오후 방법,Love U Like That,,Lauv,Lauv - Love U Like That,POP
Pink,12.61,Pink,10.13,Brown,9.84,식물 나무 자연 경관 고지 자연 속의 사람들 잔디 폰트 육상 식물 목초지 풍경,기분 좋은 하루 여유 오후 방법,LAST GOODBYE,,sunkis,sunkis - LAST GOODBYE,기타
Pink,12.61,Pink,10.13,Brown,9.84,식물 나무 자연 경관 고지 자연 속의 사람들 잔디 폰트 육상 식물 목초지 풍경,기분 좋은 하루 여유 오후 방법,Falling Awake,,HIGHST,HIGHST - Falling Awake,POP
Pink,12.61,Pink,10.13,Brown,9.84,식물 나무 자연 경관 고지 자연 속의 사람들 잔디 폰트 육상 식물 목초지 풍경,기분 좋은 하루 여유 오후 방법,I Just Wanted You,,Openside,Openside - I Just Wanted You,록/메탈
Pink,12.61,Pink,10.13,Brown,9.84,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,Wish U,,16,16 - Wish U,R&B
Pink,12.61,Pink,10.13,Brown,9.84,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,wave,,KIMI,KIMI - wave,R&B
Pink,12.61,Pink,10.13,Brown,9.84,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,good guys,,LANY,LANY - good guys,POP
Pink,12.61,Pink,10.13,Brown,9.84,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,cowboy in LA,,LANY,LANY - cowboy in LA,POP
Grey,39.48,Black,25.86,Black,12.18,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,Changes,,Lauv,Lauv - Changes,POP
Grey,39.48,Black,25.86,Black,12.18,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,Where Am I At,,MAX,MAX - Where Am I At,POP
Grey,39.48,Black,25.86,Black,12.18,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,bad news,,LANY,LANY - bad news,POP
Grey,39.48,Black,25.86,Black,12.18,물 플래시 사진 자연 속의 사람들 행복하다 검정색과 흰색 스타일 물줄기 여가 바람파 흑발,잔잔하게 파도 소리 잔잔하 고무 드 있는 팝송 모음,For Now,,Lauv,Lauv - For Now,POP
Grey,39.48,Black,25.86,Black,12.18,청바지 플래시 사진 몸짓 스타일 검정색과 흰색 티셔츠 폰트 단색화 흑백 사진 이벤트,월요병 싹 트렌디 국내 힙합 알앤비 모음,Runaway,,오웰무드,오웰무드 - Runaway,R&B
Grey,39.48,Black,25.86,Black,12.18,청바지 플래시 사진 몸짓 스타일 검정색과 흰색 티셔츠 폰트 단색화 흑백 사진 이벤트,월요병 싹 트렌디 국내 힙합 알앤비 모음,Like I Do,,박재범,박재범 - Like I Do,R&B
Grey,39.48,Black,25.86,Black,12.18,청바지 플래시 사진 몸짓 스타일 검정색과 흰색 티셔츠 폰트 단색화 흑백 사진 이벤트,월요병 싹 트렌디 국내 힙합 알앤비 모음,UFO,,GEMINI,GEMINI - UFO,R&B
Grey,39.48,Black,25.86,Black,12.18,청바지 플래시 사진 몸짓 스타일 검정색과 흰색 티셔츠 폰트 단색화 흑백 사진 이벤트,월요병 싹 트렌디 국내 힙합 알앤비 모음,HIGH,,릴보이,릴보이 - HIGH,랩/힙합
Grey,39.48,Black,25.86,Black,12.18,청바지 플래시 사진 몸짓 스타일 검정색과 흰색 티셔츠 폰트 단색화 흑백 사진 이벤트,월요병 싹 트렌디 국내 힙합 알앤비 모음,Rain,,GAON_Art,GAON_Art - Rain,랩/힙합
Grey,39.48,Black,25.86,Black,12.18,청바지 플래시 사진 몸짓 스타일 검정색과 흰색 티셔츠 폰트 단색화 흑백 사진 이벤트,월요병 싹 트렌디 국내 힙합 알앤비 모음,She's like a Pretty Witch,,SHIRT,SHIRT - She's like a Pretty Witch,R&B
Grey,39.48,Black,25.86,Black,12.18,거울 하늘 자동차 사이드미러 차량 자동차 거울 자동차 자동차 물 자동차 조명 백미러,햇살 좋은 날 노래 드라이브,Stay Together,,Lauv,Lauv - Stay Together,POP
Grey,39.48,Black,25.86,Black,12.18,코 얼굴 볼 말뿐인 편안 플래시 사진 귀 행복하다 아이리스 몸짓,당신 항상 곁 있어주었죠 부모님 노래,if this is the last time,,LANY,LANY - if this is the last time,POP
Grey,39.48,Black,25.86,Black,12.18,코 얼굴 볼 말뿐인 편안 플래시 사진 귀 행복하다 아이리스 몸짓,당신 항상 곁 있어주었죠 부모님 노래,Her,,Anne-Marie,Anne-Marie - Her,POP
Grey,39.48,Black,25.86,Black,12.18,코 얼굴 볼 말뿐인 편안 플래시 사진 귀 행복하다 아이리스 몸짓,당신 항상 곁 있어주었죠 부모님 노래,Daddy,,Coldplay,Coldplay - Daddy,POP
Black,28.44,Pink,17.75,Grey,16.0,말뿐인 손 사진 눈썹 하얀색 검은색 플래시 사진 캡 검정색과 흰색 몸짓,외힙 환장하는 사람 외국 힙합 종결 개 쩌는외힙 모음,piccolo,,bbno$,bbno$ - piccolo,랩/힙합
Black,28.44,Pink,17.75,Grey,16.0,말뿐인 손 사진 눈썹 하얀색 검은색 플래시 사진 캡 검정색과 흰색 몸짓,외힙 환장하는 사람 외국 힙합 종결 개 쩌는외힙 모음,BIG MAD,,Ktlyn,Ktlyn - BIG MAD,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,말뿐인 손 사진 눈썹 하얀색 검은색 플래시 사진 캡 검정색과 흰색 몸짓,외힙 환장하는 사람 외국 힙합 종결 개 쩌는외힙 모음,Tuesday,,Duckwrth,Duckwrth - Tuesday,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,말뿐인 손 사진 눈썹 하얀색 검은색 플래시 사진 캡 검정색과 흰색 몸짓,외힙 환장하는 사람 외국 힙합 종결 개 쩌는외힙 모음,I Just Know,,Bugus,Bugus - I Just Know,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,목 소매 플래시 사진 패션 디자인 속눈썹 꾸밈 이벤트 스톨 털 행복하다,노래 뭐 감각 힙 한국 음악 모음,BLUE CHECK,,토이고,토이고 - BLUE CHECK,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,목 소매 플래시 사진 패션 디자인 속눈썹 꾸밈 이벤트 스톨 털 행복하다,노래 뭐 감각 힙 한국 음악 모음,1 에서 8,,oygli,oygli - 1 에서 8,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,목 소매 플래시 사진 패션 디자인 속눈썹 꾸밈 이벤트 스톨 털 행복하다,노래 뭐 감각 힙 한국 음악 모음,YES,,트웰브,트웰브 - YES,R&B
Pink,25.33,Grey,21.83,Grey,19.44,목 소매 플래시 사진 패션 디자인 속눈썹 꾸밈 이벤트 스톨 털 행복하다,노래 뭐 감각 힙 한국 음악 모음,Shake Dat,,로스,로스 - Shake Dat,랩/힙합
Grey,25.94,Navy,11.64,Grey,2.61,플래시 사진 속눈썹 몸짓 검정색과 흰색 스타일 행복하다 단색화 흑백 사진 이벤트 오락,해도 행복지수 미소 달달 노래,우리 둘이서,,주한,주한 - 우리 둘이서,발라드
Grey,25.94,Navy,11.64,Grey,2.61,플래시 사진 속눈썹 몸짓 검정색과 흰색 스타일 행복하다 단색화 흑백 사진 이벤트 오락,해도 행복지수 미소 달달 노래,있잖아,,폴킴,폴킴 - 있잖아,발라드
Grey,25.94,Navy,11.64,Grey,2.61,플래시 사진 속눈썹 몸짓 검정색과 흰색 스타일 행복하다 단색화 흑백 사진 이벤트 오락,해도 행복지수 미소 달달 노래,네 생각,,차우,차우 - 네 생각,R&B
Grey,25.94,Navy,11.64,Grey,2.61,플래시 사진 속눈썹 몸짓 검정색과 흰색 스타일 행복하다 단색화 흑백 사진 이벤트 오락,해도 행복지수 미소 달달 노래,구름,,로시,로시 - 구름,R&B
Grey,25.94,Navy,11.64,Grey,2.61,플래시 사진 속눈썹 몸짓 검정색과 흰색 스타일 행복하다 단색화 흑백 사진 이벤트 오락,해도 행복지수 미소 달달 노래,사랑이었나봐,,SOMDEF,SOMDEF - 사랑이었나봐,R&B
Grey,25.94,Navy,11.64,Grey,2.61,플래시 사진 속눈썹 몸짓 검정색과 흰색 스타일 행복하다 단색화 흑백 사진 이벤트 오락,해도 행복지수 미소 달달 노래,영원을 바라요,,장재성,장재성 - 영원을 바라요,발라드
Grey,25.94,Navy,11.64,Grey,2.61,플래시 사진 속눈썹 몸짓 검정색과 흰색 스타일 행복하다 단색화 흑백 사진 이벤트 오락,해도 행복지수 미소 달달 노래,We're in Luv,,레몬시티,레몬시티 - We're in Luv,발라드
Grey,25.94,Navy,11.64,Grey,2.61,말뿐인 눈썹 눈 창문 플래시 사진 검정색과 흰색 스타일 하늘 행복하다 속눈썹,흐트러 진 마음 괜찮아 밤 듣기 좋은 잔잔한 발라드,오늘 하루도 고생했어,,DOKO,DOKO - 오늘 하루도 고생했어,발라드
Grey,25.94,Navy,11.64,Grey,2.61,말뿐인 눈썹 눈 창문 플래시 사진 검정색과 흰색 스타일 하늘 행복하다 속눈썹,흐트러 진 마음 괜찮아 밤 듣기 좋은 잔잔한 발라드,우리들의 블루스,,임영웅,임영웅 - 우리들의 블루스,발라드
Grey,25.94,Navy,11.64,Grey,2.61,말뿐인 눈썹 눈 창문 플래시 사진 검정색과 흰색 스타일 하늘 행복하다 속눈썹,흐트러 진 마음 괜찮아 밤 듣기 좋은 잔잔한 발라드,너라서,,한지훈,한지훈 - 너라서,발라드
