albumCov,title,artistIdx,albumIdx,genreIdx,releasedAt,lyrics
https://cdnimg.melon.co.kr/cm2/album/images/107/41/161/10741161_20211014172900_500.jpg?738dec97f9d3c14568ac7eccf5c5016c/melon/resize/282/quality/80/optimize,I Want You,Stephen Sanchez,"What Was, Not Now",포크,2021.10.15,"I've been oversleeping so much
that I've been bored of dreaming
And just wake up, not next to you
In this paper town where I live,
boxes pass along and I wish
That I was sitting in one with you
With you
I will be your friend,
but love you in my soul
I'll never feel another way,
just thought I'd let you know
You've knocked me to the floor
Since the moment I saw you
Every minute, every hour,
if you'll have me, I want you
You've been overthinking
so much,
the traffic in your head
Oh, they rush at the thought
of someone new
Laurеn, why can't you accept it?
I love you
and I'm not pretеnding
when I say those words to you
I will be your friend,
but love you in my soul
I'll never feel another way,
just thought I'd let you know
You've knocked me to the floor
Since the moment I saw you
Every minute, every hour,
if you'll have me, I want you Lo
If I learn to love myself,
will it keep you
from loving someone else?
I don't know,
I don't know, I don't know
If learning to love
would cost my life,
I'd spend it all on you and I
I will be your friend,
but love you in my soul
I'll never feel another way,
just thought I'd let you know
You've knocked me to the floor
Since the moment I saw you
Every minute, every hour,
if you'll have me, I want you
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/108/96/589/10896589_20220323114859_500.jpg?477bdf0d3d1bfa52339b3e85887c60d4/melon/resize/282/quality/80/optimize,Butterflies (Acoustic),Abe Parker,Butterflies (Acoustic),POP,2022.03.25,
https://cdnimg.melon.co.kr/cm2/album/images/113/83/411/11383411_20231213104222_500.jpg?628741c8e347214df91144d5a4903831/melon/resize/282/quality/80/optimize,EDIE CELINE (Stripped Version),MAX,EDIE CELINE (Stripped Version),POP,2023.12.15,
https://cdnimg.melon.co.kr/cm2/album/images/112/59/796/11259796_20230607124708_500.jpg?2d40aae0a2177f8bcaca1105598eaaa0/melon/resize/282/quality/80/optimize,Ripples (Acoustic),Maximillian,Unplugged,POP,2023.06.09,"So many ways to say goodbye
Too many godforsaken lies
Still, I'm stuck here thinking why you'd give me this
Heartbreak, I'll never mention again
But love, listen

[Chorus]
I hope you think about me when you're kissing him
And that he takes you to the places we've already been
I hope the ripples in the water
Will make it all a little harder
And in the middle of the night when you close your eyes
I hope you're out of Lucky Strikes, I hope you realize
That the ripples in the water
Will make it all a little harder

[Verse 2]
How many hours must I wait?
How much more trust have I left to give?
'Cause you really got me where it hurts the most
The only thing left is to forgive
But love, listen

[Chorus]
I hope you think about me when you're kissing him
And that he takes you to the places we've already been
I hope the ripples in the water
Will make it all a little harder
And in the middle of the night when you close your eyes
I hope you're out of Lucky Strikes, I hope you realize
That the ripples in the water
Will make it all a little harder

[Bridge]
You said round ripples from a previous lover
Round ripples from the one to another
Count skipping heartbeats, I wouldn't bother
'Cause if he loves you, then he can have ya
Round ripples from a previous lover
Round ripples from the one to another
Count skipping heartbeats, I wouldn't bother
'Cause if he loves you, then he can have ya

[Chorus]
I hope you think about me when you're kissing him
And that he takes you to the places we've already been
I hope the ripples in the water
Will make it all a little harder
And in the middle of the night when you close your eyes
I hope you're out of Lucky Strikes, I hope you realize
That the ripples in the water
Will make it all a little harder
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/074/17/974/7417974_20240508204921_500.jpg?aa055aa8372e678752c56f094798e5bf/melon/resize/282/quality/80/optimize,still that kid (deep down),Yaeow,still that kid (deep down),POP,2024.05.02,
https://cdnimg.melon.co.kr/cm2/album/images/074/17/972/7417972_20240508204902_500.jpg?36b76405ff35158167ae2755e919e849/melon/resize/282/quality/80/optimize,favorite lesson,Yaeow,everything to me,POP,2023.10.05,
https://cdnimg.melon.co.kr/cm2/album/images/112/50/072/11250072_20230523153258_500.jpg?152130d933c3c2fa847b5cd4f7903e85/melon/resize/282/quality/80/optimize,This Is How It Feels,"d4vd, Laufey",Petals to Thorns,POP,2023.05.26,"Sittin' on the bleachers alone
Wonderin’ where it went wrong
The ringin' of bells and the sound of the tone
I haven't heard it in years
Walkin’ in the rain past your home
Feet soakin' wet, four missed calls on your phone
Light in the window of where I belong, but
I see two shadows up there

[Chorus: d4vd & Laufey, d4vd]
So, this is how it feels
To fall in love with you
To always think of you
To always dream of you
Yes it hurts so much to fall in love with

[Verse 2: Laufey]
Sorry for leaving like that
You don't deserve to get caught in my mess
Loving you is just so difficult
I don't know how I should tell you that
I've fallen for somebody еlse
Happened so quickly I lost mysеlf
A shadow of you drifts along by my window
Or did I imagine that?

[Chorus: d4vd & Laufey, d4vd]
So, this is how it feels
To fall in love with you
To always think of you
To always dream of you
Yes it hurts so much to fall in love with you

[Bridge: d4vd]
So if this is how it feels
Tell me if our love is real
There's some type of strange appeal to the way it was so effortless
I, I cannot help it

[Chorus: d4vd & Laufey]
This is how it feels
To fall in love with you
To always think of you
To always dream of you
Yes it hurts so much to fall in love with you
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/106/57/391/10657391_20210720183325_500.jpg?d10db888e18ac37f95787cb7af1bea2b/melon/resize/282/quality/80/optimize,The Green (Acoustic ver.),Chris James,The Art of Overthinking,POP,2021.07.21,
https://cdnimg.melon.co.kr/cm2/album/images/109/60/614/10960614_20220518155134_500.jpg?230b1cdfb837be0c41fc8575601d7c0e/melon/resize/282/quality/80/optimize,Stuck Here Without You,Yaeow,Lost In Between,POP,2021.02.26,"Intro
Got this feeling that I can't sleep without you
All I ever do is cry thinking of you
I can't even dream, I'm stuck here without you
What am I supposed to do

Chorus
Got this feeling that I can't sleep without you
All I ever do is cry thinking of you
I can't even dream, I'm stuck here without you
What am I supposed to do
And all I ever want is you to be with me
My white walls, they start to feel lonely
I can't even dream, I'm stuck here without you
What am I supposed to do

Verse
I can see you doing fine in another city
But does it get lonely, do you ever get homesick
Yeah, I usually do
Oh, I don't wanna waste your time
But I can't stop asking why
Did I ever let you go Oh-oh-oh

Chorus
Got this feeling that I can't sleep without you
All I ever do is cry thinking of you
I can't even dream, I'm stuck here without you
What am I supposed to do
And all I ever want is you to be with me
My white walls, they start to feel lonely
I can't even dream, I'm stuck here without you
What am I supposed to do

Outro
What am— supposed to do
Stuck here without you
What am— supposed to do
Stuck here without you
What am— supposed to do
Stuck here without you
What am— supposed to do
Stuck here without you
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/113/90/256/11390256_20231227121047_500.jpg?cfddcb97b1fea3cb009b63b48bf65473/melon/resize/282/quality/80/optimize,What I Feel Is Love,Etham,What I Feel Is Love,POP,2023.12.29,"This time I don’t wanna feel the same things
And when I look in your eyes
It’s crazy

Oh but this time
I’m holding you closer
Than I ever did cause I’ve never been more in love

Now there’s nothing holding me back and I can finally
Say this is where I wanna be

If this is love
And we’re being honest
I can’t explain it
See I’ve not been here before
And baby oh
My hearts got a notion
And it’s beating more
For this I’m sure for us
Then baby what I feel is love

I’m lost and I don’t know where I’m going
But its somewhere beautiful with you
I remember the moment we left the earth
Came falling down together
Just like that

Now there’s nothing holding me back and I can finally
Say this is where I wanna be

If this is love
And we’re being honest
I can’t explain it
See I’ve not been here before
And baby oh
My hearts got a notion
And it’s beating more
For this I’m sure for us
Then baby what I feel is love

In some ways I’m speechless
You caught me off guard
I'm so glad I’m with you

If this is love
And we’re being honest
I can’t explain it
See I’ve not been here before
And baby oh
My hearts got a notion
And it’s beating more
For this I’m sure for us
Then baby what I feel is love
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/106/85/024/10685024_20210819104044_500.jpg?c8045c9db351c320a2a428140e858e1e/melon/resize/282/quality/80/optimize,all i need (the distance song),Avery Lynch,"As Written, Vol. 1",POP,2021.02.19,"I wish I could remember what it feels like to touch yours skin
And what your voice sounds like in person I know Face Time can distort it and I miss it
I wish I'd fall asleep with you
But I just wear the clothes you left
And I hope just for a second
I could have you without knowing that you're leaving
And I'm sick of kissing you in my head
Oh baby, tell me, when can it be real instead?
'Cause I would do anything to be close to you again
And it's hard being here half empty
When somewhere different is my favorite part of me
If I could just hold you for real
That's the only thing I'll need
Baby, that's all I need
All I need
I know I'm more than lucky just to have you
If you're here or not
But it's hard to comprehend the amount that I would give to have you in my arms,
just in my arms
And I'm sick of kissing you in my head
Oh baby, tell me, when can it be real instead?
'Cause I would do anything to be close to you again
And it's hard being here half empty
When somewhere different is my favorite part of me
If I could just hold you for real
That's the only thing I'll need
Baby, that's all I need
That's all I need
All I need
I'm so sick of kissing you in my head
And I'm scared that I'm starting to forget
What it feels like to have you right here with me
To not wish days away, I know that's bad for me
And it's hard being here half empty
When somewhere different is my favorite part of me
If I could just hold you for real
That's the only thing I'll need
Baby, that's all I need
That's all I need
Baby, that's all I need
Baby, that's all I need
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/109/89/404/10989404_20220622185040_500.jpg?093d6ff9449b7e4b29b7547e9d1cebcb/melon/resize/282/quality/80/optimize,Everyone Adores You (quiet),Matt Maltese,Quiet Recordings,POP,2022.04.08,
https://cdnimg.melon.co.kr/cm2/album/images/103/81/220/10381220_20200130152058_500.jpg?f861a0e81b8a58c1e040124553a3781e/melon/resize/282/quality/80/optimize,Starlight,92914,Starlight,"R&B/Soul, 인디음악",2020.02.01,"I got no time
I got nowhere to go
Saw you in the clouds
Found you
Looking at the starlight
Found you on the right side
All of a sudden
There were you
There you are
There you are
There you are
There you are
I miss the sunshine
I can see sunrise
Like we out of time
The sun goes down
The sun goes down
The sun goes down
Looking at the starlight
Found you on the right side
All of a sudden
There were you
There you are
There you are
There you are
There you are
I’m coming back to you
I’m coming back to you
I’m coming back to you
I’m coming back to you
I’m coming back to you
I’m coming back to you
The sun goes down
The sun goes down
The sun goes down
The sun goes down
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/105/05/049/10505049_20201019105043_500.jpg?cca2549090095dc56c586e02aa2f7875/melon/resize/282/quality/80/optimize,la la la that’s how it goes (dream edit),HONNE,nswy: dream edits,POP,2020.11.12,"I won't give up on you
If you will never give up on me
Anytime that you're off the beat
I'll put you on the groove and in key
I'm following you
If you are always following me
Anytime that you hum it wrong
I'll help you sing the right  melody.

It goes
La la la, la la la la la
La la la, la la la la la
Ooh, ooh
That's how it goes

If things go bad for you
Then things are going bad for me
We're in this thing together
I couldn't think of a better team
And when the world gets heavy
The weight has got you down on your knees
It's okay to say, ""F it""
If you just remember this melody

It goes
La la la, la la la la la
La la la, la la la la la
Ooh, ooh
It goes
La la la, la la la la la
La la la, la la la la la
Ooh, ooh
That's how it goes

When the cloud's above your head
And the sun's not breaking through
You know I'll be there to sing this song for you

And it goes
La la la, la la la la la
La la la, la la la la la (Oh)
That's how it goes

La la la, la la la la la (That's how it goes)
La la la, la la la la la (That's how it goes)
La la la, la la la la la (That's how it goes)
La la la, la la la la la (That's how it goes)
La la la, la la la la la (That's how it goes)
La la la, la la la la la (That's how it goes)
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/107/78/864/10778864_20211116134621_500.jpg?7d2dfd581194d28b5e85090dc72386bb/melon/resize/282/quality/80/optimize,Tin Lover,The Paper Kites,States,록/메탈,2013.09.02,
https://cdnimg.melon.co.kr/cm2/album/images/105/05/049/10505049_20201019105043_500.jpg?cca2549090095dc56c586e02aa2f7875/melon/resize/282/quality/80/optimize,free love (dream edit),HONNE,nswy: dream edits,POP,2020.11.12,"Imagine a house
Way up on a hill
Dog in the yard
And trees in the fields
It’s next to the water
It’s the prettiest scene
With white picket fences
Or maybe surf green
And as wonderful as this all seems
This is beyond our means
It’s just a dream
It’s just a dream
I can’t get you all that stuff
But I can give you all my love
Free love
Free love
Are the simple things enough
I got to give you all my love
Free love
Free love
Imagine a place
Where we could be free
There’s no one for miles
It’s just you and me
We might have kids
Maybe three
But twins could be cool
That would do it for me
And as wonderful as this all seems
This is beyond our means
It’s just a dream
It’s just a dream
I can’t get you all that stuff
But I can give you all my love
Free love
Free love
Are the simple things enough
I got to give you all my love
Free love
Free love
Oh free love
I can’t get you all that stuff
But I can give you all my love
Free love
Free love
Are the simple things enough
I got to give you all my love
Free love
Free love
Oh free love
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/108/33/239/10833239_20220105165152_500.jpg?f21ab3bab042660e9ece5d036c0df6f1/melon/resize/282/quality/80/optimize,Love Is (Intro),Gogang (고갱),oh!honeybee,발라드,2022.01.06,"Love is yesterday
series of regret
It was It was
Love is today
That we are missing out
in our lives um
It’s gonna be yesterday
It’s gonna be yesterday
It’s gonna be yesterday
It’s gonna be yesterday
It’s gonna be yesterday
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/105/05/049/10505049_20201019105043_500.jpg?cca2549090095dc56c586e02aa2f7875/melon/resize/282/quality/80/optimize,gone gone gone (dream edit),HONNE,nswy: dream edits,POP,2020.11.12,"Is there anything I can do to be better?
To make you want me more than ever before?
I know I haven't been that good lately
And I understand every bit of you hates me

[Chorus]
But I didn't know how much I'd miss you, babe
And I didn't know how much I'd care
And I didn't know that I would love you like I do
Until you were gone (Gone), gone (Gone), gone
(Gone, gone, gone)

[Verse 2]
Every day hurts like fuck since we broke up
It feels like my heart has been ripped out
And stamped on the floor
I've made mistakes I'll live with forever
I wish we could rewind and start fresh together

[Chorus]
'Cause I didn't know how much I'd miss you, babe
But I didn't know how much I'd cry
And I didn't know that I would need you like I do
Until you were gone (Gone), gone (Gone), gone

[Outro]
Is there anything I can do to be better?
Just name anything I can do
I'll be better, much better, if you stay forever
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/105/15/766/10515766_20201109170942_500.jpg?bb27ba6fe35f0e3d77c185cbf8fa6e62/melon/resize/282/quality/80/optimize,million little reasons,Oscar Lang,To Whom It May Concern,록/메탈,2018.08.17,"There's a million little reasons
for why I like your smile
There's a million little reasons
for why I like your style
If I tried to write them down
I'd run out of ink
There's a million little reasons
for why I want you here
There's a million little reasons
for why I want you near
If I tried to write them down
I'd run out of ink
펼치기"
https://cdnimg.melon.co.kr/cm/album/images/101/39/218/10139218_500.jpg?4ebea24c8a50af6bb47be02e820e6b7b/melon/resize/282/quality/80/optimize,Okinawa (오키나와),92914,Okinawa,"인디음악, 포크/블루스",2018.02.14,"I want to stay by the sea
Watching turn into red
Sat down with the people
Listen through this song
Moon is slowly rising
I see the Trees are moving
Sky is brighten through the moon
Mmmmmmmm
Mmmmmmmm
Look at those trees
Look how they move by the breeze
Look at those stars
Look how they shine
through the night
Mmmmmmmm
Mmmmmmmm
Mmmmmmmm
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/105/37/136/10537136_20201221141142_500.jpg?2423474660abbe59628567a0e04ebd22/melon/resize/282/quality/80/optimize,Remember,Sam Ock,Snowy,"재즈, 애시드/퓨전/팝",2020.12.22,"When stars were fallen
When I felt broken
I will remember
You felt the same
When lost in mystery
When lost in wonder
I will remember
You felt the same
When I was lonely
When I was emptied
I will remember
You hurt the same
When I had chosen to love
knowing just what it would cost
I will remember
you loved the same
People are broken
But I will love them
And I will remember
You did the same
Through time and distance
Eternity came
in the form of a babe
You chose to welcome
them into your arms
And I’ll do the same
You chose to welcome me
into your arms
So I’ll do the same
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/105/05/049/10505049_20201019105043_500.jpg?cca2549090095dc56c586e02aa2f7875/melon/resize/282/quality/80/optimize,one way to tokyo (dream edit),HONNE,nswy: dream edits,POP,2020.11.12,
https://cdnimg.melon.co.kr/cm2/album/images/111/41/606/11141606_20230106155447_500.jpg?556c21a84faf1ef541feb9d47dc10538/melon/resize/282/quality/80/optimize,In The Wee Small Hours Of The Morning,Joey Stamper,In The Wee Small Hours Of The Morning,POP,2023.01.09,
https://cdnimg.melon.co.kr/cm2/album/images/112/75/986/11275986_20230629095848_500.jpg?b680d1a3ace65c6ea879bbb72a7905f7/melon/resize/282/quality/80/optimize,do you want my love?,SOLOMON,FOR STARTERS,R&B/Soul,2023.06.30,
https://cdnimg.melon.co.kr/cm2/album/images/108/21/588/10821588_20211222144401_500.jpg?44040d416ed4c151fb7e8509076dacdc/melon/resize/282/quality/80/optimize,silent,Sam Ock,silent,R&B/Soul,2021.12.23,"Please tell me that I am okay
Please show me
that this is the way
When time stands still
When I feel silence
Life gets real
When hearts are violent
Words they kill
But I stay silent
Let me know
that you’re still with me
Please show me a beautiful day
Please take me to your quiet place
When snow is falling
In winter silence
When no one is calling
When dawn is lightless
I will be still
I will stay quiet
And I will wait
until the spring time
I will wait until the snow stops
I will wait until the morning
For you
Don’t worry
‘cause you’ll be okay
Don’t let all the time pass away
You are loved
And you are priceless
‘cause your love
Nothing’s quite like it
Although now
May seem like a lifetime
Know that the dawn will
come for you
Know that the peace will
come for you
Know that my love will be with you
Always
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/105/24/356/10524356_20201125215332_500.jpg?0a31fa671f8e8434f3aeef7d5a3cbbab/melon/resize/282/quality/80/optimize,When You Wash Your Hair,Matt Maltese,Krystal,록/메탈,2020.11.20,"The red light of the evening
The cotton that you wear
They cover up your neck this way
Your calm and naked crying
Washing off Chanel
From the edges of your neck this way

Pre-Chorus
You did some things that you forgot
Drinking wine and smoking pot
You tried to be someone you are not

Chorus
Now the morning sweeps you up
You take your evening outfit off
You run your shower and lean back your head
I love when you wash your hair

Verse 2
I hear you tell me lightly
You were quite a mess
But I worship you no less this way
You're quite the angel, Mary
As you cut up last night's dress
It lingers piece by piece this way

Pre-Chorus
You did some things that you forgot
Drinking wine and smoking pot
You tried to be someone you are not

Chorus
Now the morning sweeps you up
You take your evening outfit off
You run your bath and lean back your head
I love when you wash your hair
I love when you wash your hair
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/109/65/071/10965071_20220523185212_500.jpg?5e2ab732b2fc8a762c96b24631d1daf9/melon/resize/282/quality/80/optimize,another guy,Finding Hope,another guy,R&B/Soul,2021.12.02,"I won't lie
I had to check your Instagram
Saw you were hanging out with him again
It's on my mind
'Cause I only wish you happiness
And never wanna see you have regrets
But I'm scared
I'm scared
Of what'll happen in your mind
If he looks into your eyes
Oh, why
I'm scared that you'll fall in love tonight
Kicking my dreams to the side
Oh, why could your heart belong to another guy?
I won't lie
Should probably cut my internet
But my heart keeps on hoping for the best
I'm alright
I'm happy when you're happiest
Your love is something I don't want to miss
And I'm scared
I'm scared
Of what'll happen in your mind
If he looks into your eyes
Oh, why
I'm scared that you'll fall in love tonight
Kicking my dreams to the side
Oh, why could your heart belong to another guy?
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/108/33/239/10833239_20220105165152_500.jpg?f21ab3bab042660e9ece5d036c0df6f1/melon/resize/282/quality/80/optimize,Your Night Is My Dream,Gogang (고갱),oh!honeybee,"발라드, 인디음악",2022.01.06,"The night’s always been here
at our atmosphere
What should i have seen
Like a fake fatalist i didn’t give a shit
Cause the stars too bright to see
Now i recognized in somebody
else’s dream
I’ll never see the end
It’s only few times to remember you
It’s gonna be a little while
As time passes by
My way becomes more simple and narrow
But i'm lost more often
Honestly i didn’t mean it
Your sulky face is
My favorite part of you
Now i recognized in somebody
else’s dream
I’ll never see the end
It’s only few times to fall in love
It’s gonna be a little while
It’s gonna be a
When you’re talking in your sleep
Maybe i saw my dream next to you
When you’re talking in your sleep
Maybe i saw my dream next to you
When you’re talking in your sleep
Maybe i saw my dream next to you
펼치기"
https://cdnimg.melon.co.kr/cm2/album/images/105/76/160/10576160_20231208112421_500.jpg?a75898f62cef099b452a431f7aa5c646/melon/resize/282/quality/80/optimize,For All You Give (Feat. Lucy Rose),The Paper Kites,Roses,록/메탈,2021.03.12,
https://cdnimg.melon.co.kr/cm2/album/images/112/12/314/11212314_20230328162250_500.jpg?c0828f787cda8d2499d24c9d6d705791/melon/resize/282/quality/80/optimize,yellow lights,Finding Hope,yellow lights,R&B/Soul,2022.06.17,
https://cdnimg.melon.co.kr/cm2/album/images/112/12/315/11212315_20230328162253_500.jpg?a0247eb6dada4402323588592bb7e165/melon/resize/282/quality/80/optimize,to the moon & back,Finding Hope,to the moon & back,R&B/Soul,2022.10.07,
https://cdnimg.melon.co.kr/cm2/album/images/107/89/092/10789092_20211123193019_500.jpg?750b14fb477fc77cca7df29591f03525/melon/resize/282/quality/80/optimize,When The World Stopped Moving,Lizzy McAlpine,When The World Stopped Moving: The Live EP,POP,2021.04.21,
https://cdnimg.melon.co.kr/cm2/album/images/107/89/092/10789092_20211123193019_500.jpg?750b14fb477fc77cca7df29591f03525/melon/resize/282/quality/80/optimize,I Don't Know You At All,Lizzy McAlpine,When The World Stopped Moving: The Live EP,POP,2021.04.21,
https://cdnimg.melon.co.kr/cm2/album/images/107/89/092/10789092_20211123193019_500.jpg?750b14fb477fc77cca7df29591f03525/melon/resize/282/quality/80/optimize,Angelina,Lizzy McAlpine,When The World Stopped Moving: The Live EP,POP,2021.04.21,
