,Unnamed: 0,이미지,제목,가수,곡명,이미지색감,색감비율
33814,33814,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Tauren Wells,Like You Love Me  ,"[92, 91, 108]",30.204969618055557
33817,33817,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Justin Bieber,Peaches   ,"[92, 91, 108]",30.20366753472222
33820,33820,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Benjamin Ingrosso,Do You Think About Me  ,"[92, 91, 108]",30.20366753472222
33823,33823,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Peder Elias,Loving You Girl   ,"[92, 91, 108]",30.171440972222225
33826,33826,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Conan Gray,Maniac  ,"[92, 91, 108]",30.20366753472222
33829,33829,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,PRETTYMUCH,Teacher,"[92, 91, 108]",30.20366753472222
33832,33832,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Pink Sweat$,Ride with Me,"[92, 91, 108]",30.20366753472222
33835,33835,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Tash,Softly  ,"[92, 91, 108]",30.20366753472222
33838,33838,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Peder Elias,Favorite Regret ,"[92, 91, 108]",30.199327256944446
33841,33841,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,In Real Life,Loveless,"[92, 91, 108]",30.204969618055557
33844,33844,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Jonas Brothers,Sucker,"[92, 91, 108]",30.20366753472222
33847,33847,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Dan + Shay,Glad You Exist  ,"[92, 91, 108]",30.20203993055556
33850,33850,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Johnny Stimson,Twin Sister  ,"[92, 91, 108]",30.20203993055556
33853,33853,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,JAX,Ring Pop,"[92, 91, 108]",30.20366753472222
33856,33856,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Maro,Heart to Spare,"[92, 91, 108]",30.19813368055556
33859,33859,img.youtube.com/vi/OMG6elGz-50/maxresdefault.jpg,주인장처럼 상큼하고 청량한 팝송,Dreamer Boy,Don't Be A Fool,"[92, 91, 108]",30.20366753472222
33862,33862,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐","Sabrina Claudio, Wale",All My Love  ,"[49, 141, 187]",31.89474826388889
33865,33865,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",The Weeknd,Die For You  ,"[49, 141, 188]",31.88823784722222
33868,33868,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",Jeremih,oui  ,"[49, 141, 188]",31.888346354166668
33871,33871,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",H.E.R,Come Through   ,"[49, 141, 188]",31.888780381944443
33874,33874,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",SoMo,Make Up Sex,"[49, 141, 187]",31.89507378472222
33877,33877,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",THEY.,Mood Swings  ,"[49, 141, 187]",31.89507378472222
33880,33880,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",,Treat  ,"[29, 54, 90]",12.396809895833332
33883,33883,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",THEY.,Count Me In  ,"[49, 141, 188]",31.88845486111111
33886,33886,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",AJ Mitchell,Stop,"[49, 141, 188]",31.888671875000004
33889,33889,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",The Weeknd,True Colors,"[49, 141, 188]",31.88823784722222
33892,33892,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",Jon Vinyl,Moments,"[49, 141, 188]",31.888780381944443
33895,33895,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",THEY. Wale,Losing Focus,"[49, 141, 187]",31.89474826388889
33898,33898,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",Elhae,Separated,"[49, 141, 187]",31.897352430555557
33901,33901,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",Christian Kuria,Tell Me When  ,"[49, 141, 188]",31.8798828125
33904,33904,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",The Weeknd,Sidewalks   ,"[49, 141, 187]",31.894639756944443
33907,33907,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",FRVRFRIDAY,TIME FOR YOU,"[49, 141, 188]",31.888671875000004
33910,33910,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐","Doja Cat, The Weeknd",You Right,"[49, 141, 188]",31.888780381944443
33913,33913,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐","Arin Ray, Kehlani",Change,"[49, 141, 188]",31.88661024305556
33916,33916,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",IV Jay,Care ,"[49, 141, 188]",31.88715277777778
33919,33919,img.youtube.com/vi/nLrMDsba82w/maxresdefault.jpg,"적당한 템포의 그루브팝,  그루브 제대로 타봐",Sabrina Claudio,Rumors,"[49, 141, 188]",31.888780381944443
33922,33922,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Emotional Oranges,Sundays  ,"[103, 97, 134]",29.616753472222225
33925,33925,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Awa,F**kin' Love Songs   ,"[103, 97, 134]",29.61599392361111
33928,33928,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Gentle Bones,I Wouldn't Know Any Better Than You ,"[103, 97, 134]",29.616753472222225
33931,33931,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Fiji Blue,Only When I Look into Your Eyes,"[103, 97, 134]",29.616753472222225
33934,33934,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Josef Lee,Mulholland Drive ,"[103, 97, 134]",29.616753472222225
33937,33937,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Dallask,Try Again   ,"[103, 97, 134]",29.616753472222225
33940,33940,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Jared Lee,Back To That  ,"[103, 97, 134]",29.616753472222225
33943,33943,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Jake Miller,Parties ,"[103, 97, 134]",29.616753472222225
33946,33946,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Johnny Orlando,See You ,"[103, 97, 134]",29.616753472222225
33949,33949,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Stephen Puth,Whose Arms   ,"[103, 97, 134]",29.616753472222225
33952,33952,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Matt Terry,The Thing About Love,"[103, 97, 134]",29.616753472222225
33955,33955,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,James Smith,Rely On Me,"[103, 97, 134]",29.61599392361111
33958,33958,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,"SG Lewis, Clairo",Throwaway ,"[103, 97, 134]",29.616753472222225
33961,33961,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Dan + Shay,Tequila ,"[103, 97, 134]",29.616753472222225
33964,33964,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Johnny Stimson,T-shirt  ,"[103, 97, 134]",29.616753472222225
33967,33967,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,KIAN,Sunbeam,"[103, 97, 134]",29.616753472222225
33970,33970,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Mokita,colorblind  ,"[103, 97, 134]",29.616753472222225
33973,33973,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Gentle Bones,Be My Ocean,"[103, 97, 134]",29.616753472222225
33976,33976,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Chris Ayer,Need Somebody,"[103, 97, 134]",29.61599392361111
33979,33979,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Jon Bryant,Headphones,"[103, 97, 134]",29.616753472222225
33982,33982,img.youtube.com/vi/roxAhjKtrKE/maxresdefault.jpg,노을 감성 좋아하면 무조건 좋아할 팝송,Alt Bloom,Tired,"[103, 97, 134]",29.616753472222225
33985,33985,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Audrey Mika,Excuses  *추천,"[102, 102, 102]",31.51215277777778
33988,33988,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",FLETCHER,Sex   *추천,"[102, 102, 102]",31.51215277777778
33991,33991,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Kiana Lede,Wicked Games  *추천,"[104, 104, 104]",31.811631944444446
33994,33994,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Paige,Waves  *추천,"[104, 104, 104]",31.811631944444446
33997,33997,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Mabel,Loneliest Time Of Year  *추천,"[102, 102, 102]",31.51215277777778
34000,34000,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Annika Wells,Love Sucks  *추천,"[102, 102, 102]",31.51215277777778
34003,34003,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Doja Cat,Kiss Me More   *추천,"[104, 104, 104]",31.811631944444446
34006,34006,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",JAX,Ring Pop,"[102, 102, 102]",31.51215277777778
34009,34009,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Sabrina Carpenter,Let Me Move You  *추천,"[104, 104, 104]",31.811631944444446
34012,34012,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Rita Ora,Let You Love Me,"[103, 103, 103]",31.138563368055557
34015,34015,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",somegirlnamedanna,monday,"[102, 102, 102]",31.51215277777778
34018,34018,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Kiana Lede,Title  *추천,"[103, 103, 103]",31.138563368055557
34021,34021,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Kiiara,L***ls A Bad Word,"[102, 102, 102]",31.51215277777778
34024,34024,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Sabrina Claudio,Rumors   *추천,"[102, 102, 102]",31.51215277777778
34027,34027,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Tate McRae,r u ok  *추천,"[104, 104, 104]",31.811631944444446
34030,34030,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Kiana Lede,Chocolate.   *추천,"[102, 102, 102]",31.51215277777778
34033,34033,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Destiny Rogers,Tomboy,"[104, 104, 104]",31.811631944444446
34036,34036,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""","FLETCHER, Kito",Bitter,"[102, 102, 102]",31.51215277777778
34039,34039,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Chloe Lilac,Obvious,"[102, 102, 102]",31.51215277777778
34042,34042,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Charli XCX,Boys,"[104, 104, 104]",31.811631944444446
34045,34045,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",iyla,Strings,"[102, 102, 102]",31.51215277777778
34048,34048,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Kara Marni,Close,"[103, 103, 103]",31.138563368055557
34051,34051,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Chelsea Cutler, sometimes,"[102, 102, 102]",31.51215277777778
34054,34054,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",JAX, Like My Father,"[103, 103, 103]",31.65852864583333
34057,34057,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Hailee Steinfeld,I Love You's,"[102, 102, 102]",31.51215277777778
34060,34060,img.youtube.com/vi/HWf2JNKFrm0/maxresdefault.jpg,"내 귀를 편하게 해주는 음색 좋은 ""여자 가수 팝송""",Selena Gomez,Sober,"[104, 104, 104]",31.811631944444446
34063,34063,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,━━━━━━━━●─── 디오,I'm Gonna Love You    ,"[165, 83, 66]",33.27593315972222
34066,34066,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,리엡,Kinda Late,"[165, 83, 66]",33.27332899305556
34069,34069,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,Weeekly,Holiday Party,"[165, 83, 66]",33.27452256944444
34072,34072,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,"박재범, KIRIN",오늘밤엔   ,"[165, 83, 66]",33.27517361111111
34075,34075,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,카더가든,6 To 9   ,"[165, 83, 66]",33.273763020833336
34078,34078,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,PL,SONATA   ,"[165, 83, 66]",33.27593315972222
34081,34081,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,박재범,Birthday Remix   ,"[165, 83, 66]",33.27322048611111
34084,34084,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,Hoody,Sunshine   ,"[165, 83, 66]",33.275607638888886
34087,34087,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,Hoody,한강,"[165, 83, 66]",33.277018229166664
34090,34090,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,식케이,WATER,"[165, 83, 66]",33.275390625
34093,34093,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,"죠지, Cosmic Boy",love in summer,"[165, 83, 66]",33.27452256944444
34096,34096,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,뎁트,"다시,여름 ","[165, 83, 66]",33.27452256944444
34099,34099,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,리엡,Sunny Day Drive,"[165, 83, 66]",33.27593315972222
34102,34102,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,박재범,SUMMERIDE,"[165, 83, 66]",33.275390625
34105,34105,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,리엡,LY ,"[165, 83, 66]",33.27593315972222
34108,34108,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,콜린,orange,"[165, 83, 66]",33.27332899305556
34111,34111,img.youtube.com/vi/11pf3qHfpJU/maxresdefault.jpg,여름과 어울리는 국내 힙합&음악,리엡,Break of Dawn,"[165, 83, 66]",33.27788628472222
34114,34114,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,━━━━━━━━●─── James Smith,Rely On Me  ,"[43, 58, 91]",27.13943142361111
34117,34117,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,James Smith,Hailey  ,"[43, 58, 91]",27.130859375
34120,34120,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Conor Maynard,Talking About  ,"[43, 58, 91]",27.130967881944446
34123,34123,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Gryffin,Body Back ,"[43, 58, 91]",27.1044921875
34126,34126,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,James Smith,Tell Me That You Love Me  ,"[43, 58, 91]",27.130750868055557
34129,34129,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Jasmine Thompson,Lonely Together,"[43, 58, 91]",27.137261284722225
34132,34132,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Anson Seabra,Magazines,"[43, 58, 91]",27.13943142361111
34135,34135,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Pink Sweat$,Honesty ,"[43, 58, 91]",27.130967881944446
34138,34138,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Etham,Control ,"[43, 58, 91]",27.104600694444443
34141,34141,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,LANY,13,"[43, 58, 91]",27.13943142361111
34144,34144,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,JC Stewart,Bones,"[43, 58, 91]",27.104600694444443
34147,34147,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Gavin James,Nervous  ,"[43, 58, 91]",27.130750868055557
34150,34150,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Joey Stamper,Circles,"[43, 58, 91]",27.10470920138889
34153,34153,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Sasha Alex Sloan,Dancing With Your Ghost,"[43, 58, 91]",27.1044921875
34156,34156,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Ed Sheeran,Photograph ,"[43, 58, 91]",27.130750868055557
34159,34159,img.youtube.com/vi/WWLSzbNi11A/maxresdefault.jpg,마음이 복잡하고 힘들 때 위로가 되는 팝송,Adele,Someone Like You,"[43, 58, 91]",27.104600694444443
34162,34162,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,━━━━━━━━●─── MELOH,Understand ,"[39, 59, 123]",36.26725260416666
34165,34165,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,리엡,Blue Heart,"[39, 59, 123]",36.25032552083333
34168,34168,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,LEON,CASABLANCA ,"[39, 59, 123]",36.26714409722222
34171,34171,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,리엡,생각해,"[39, 59, 123]",36.26334635416666
34174,34174,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,리엡,Maybe ,"[39, 59, 123]",36.24989149305556
34177,34177,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,그루비룸,행성 ,"[39, 59, 123]",36.24555121527778
34180,34180,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,GEMINI,Know me,"[39, 59, 123]",36.266927083333336
34183,34183,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,Jimmy Brown,너라서,"[39, 59, 123]",36.266818576388886
34186,34186,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,Colde,와르르 ,"[39, 59, 123]",36.26345486111112
34189,34189,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,식케이,랑데뷰,"[39, 59, 123]",36.26443142361111
34192,34192,img.youtube.com/vi/veVb6bgBDCg/maxresdefault.jpg,나른한 오후에 어울리는 잔잔한 국힙,KURO,너가 잘 지내는 것 같아 괜찮아,"[39, 59, 123]",36.26453993055556
34195,34195,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",━━━━━━━━●─── Jared Lee,Back To That ,"[196, 193, 233]",25.486436631944443
34198,34198,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Dan + Shay,Tequila ,"[196, 193, 233]",25.486436631944443
34201,34201,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Conor Matthews,Loves Me Lonely ,"[196, 193, 233]",25.49370659722222
34204,34204,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Johnny Stimson,Blueberry ,"[196, 193, 233]",25.486436631944443
34207,34207,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Pink Sweat$,Chains ,"[196, 193, 233]",25.486436631944443
34210,34210,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Anthony Watts,wave ,"[196, 193, 233]",25.486436631944443
34213,34213,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Elias Boussnina,Pinewood ,"[196, 193, 233]",25.486436631944443
34216,34216,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Dylan Bernard,Higher,"[196, 193, 233]",25.486436631944443
34219,34219,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Pink Sweat$,Body Ain't Me ,"[196, 193, 233]",25.486436631944443
34222,34222,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Peder Elias,Back in the Game,"[196, 193, 233]",25.486436631944443
34225,34225,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",Rosie Darling,Coping,"[196, 193, 233]",25.486436631944443
34228,34228,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",5 Seconds of Summer,Lie To Me  ,"[196, 193, 233]",25.486436631944443
34231,34231,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",19&YOU,HEAD/HEART,"[196, 193, 233]",25.486436631944443
34234,34234,img.youtube.com/vi/2YZrTbFxams/maxresdefault.jpg,"오늘도 고생했어, 그래서 준비했어 이 팝송",RINI,My Favourite Clothes,"[196, 193, 233]",25.486436631944443
